Broker: 2.2536560855972643 watts, PV: 6.227260764920404 watts, Broker/PV in kW: 0.01kW, timestamp: 1584724567129 
Broker: 8873.230060524513 watts, PV: 10.679916085190184 watts, Broker/PV in kW: 8.88kW, timestamp: 1584725477107 
Broker: 8873.608952253137 watts, PV: 12.238090348012953 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477215 
Broker: 8874.09208578799 watts, PV: 19.70421053589224 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477315 
Broker: 8876.039209543296 watts, PV: 10.190505710307907 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477421 
Broker: 8876.587615074037 watts, PV: 8.771424423938047 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477528 
Broker: 8877.835707517517 watts, PV: 11.608351232727623 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477624 
Broker: 8879.05906359068 watts, PV: 5.143090831283219 watts, Broker/PV in kW: 8.88kW, timestamp: 1584725477724 
Broker: 8880.392532186172 watts, PV: 9.135495737919603 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477829 
Broker: 8881.847202984247 watts, PV: 10.461448885756951 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725477930 
Broker: 8883.748354138224 watts, PV: 6.014448981568417 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725478032 
Broker: 8883.96954443168 watts, PV: 14.849568521868036 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725478130 
Broker: 8884.60940452429 watts, PV: 18.35559867427676 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725478231 
Broker: 8885.424116607146 watts, PV: 16.018949988447222 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725478333 
Broker: 8885.53450541469 watts, PV: 4.932224981921105 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725478440 
Broker: 8886.416146823762 watts, PV: 18.962037569061764 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725478539 
Broker: 8888.378746941133 watts, PV: 16.001183998593653 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725478636 
Broker: 8888.823643805947 watts, PV: 5.49903742988163 watts, Broker/PV in kW: 8.89kW, timestamp: 1584725478742 
Broker: 8890.712024380424 watts, PV: 9.80459444037085 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725478848 
Broker: 8892.51165077471 watts, PV: 7.604487783207818 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725478950 
Broker: 8894.199043188384 watts, PV: 7.326527255874824 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725479052 
Broker: 8896.127380232896 watts, PV: 18.60472875363794 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725479147 
Broker: 8897.0706881929 watts, PV: 14.355902710426118 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725479254 
Broker: 8898.019055303388 watts, PV: 10.355531847443554 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725479357 
Broker: 8899.198791342858 watts, PV: 11.692654256695715 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725479465 
Broker: 8899.897693405059 watts, PV: 0.38546820900342116 watts, Broker/PV in kW: 8.9kW, timestamp: 1584725479558 
Broker: 8900.745288532393 watts, PV: 17.973893800152204 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725479664 
Broker: 8901.63065122118 watts, PV: 5.144902795050363 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725479765 
Broker: 8902.173359700371 watts, PV: 17.284547043540307 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725479866 
Broker: 8902.454171032383 watts, PV: 10.787766193453457 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725479972 
Broker: 8904.312901478392 watts, PV: 2.283969615507142 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725480075 
Broker: 8904.81862747182 watts, PV: 12.176871420383746 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725480174 
Broker: 8905.652841152954 watts, PV: 14.982429082997392 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725480289 
Broker: 8905.7020345764 watts, PV: 14.144882122877988 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725480388 
Broker: 8906.381647267397 watts, PV: 5.6410557310673815 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725480487 
Broker: 8908.131692493087 watts, PV: 8.784922485192252 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725480589 
Broker: 8908.395484671912 watts, PV: 6.167205485630416 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725480702 
Broker: 8909.379364651775 watts, PV: 6.989477648962237 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725480794 
Broker: 8910.876031533726 watts, PV: 8.909827224419931 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725480895 
Broker: 8911.48370772297 watts, PV: 19.033660244455916 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725481005 
Broker: 8911.715244770814 watts, PV: 15.080782594800194 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725481108 
Broker: 8911.976848231547 watts, PV: 2.061963461363674 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725481251 
Broker: 8912.430220001146 watts, PV: 0.7033343839002404 watts, Broker/PV in kW: 8.91kW, timestamp: 1584725481322 
Broker: 8912.834578187636 watts, PV: 8.230556195990273 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725481418 
Broker: 8914.491466879224 watts, PV: 17.6713311896342 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725481520 
Broker: 8915.921614125542 watts, PV: 17.872782793611552 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725481636 
Broker: 8917.395657226347 watts, PV: 14.908797071612682 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725481741 
Broker: 8918.7777682349 watts, PV: 18.84118001188765 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725481834 
Broker: 8920.63842494564 watts, PV: 7.55604549574453 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725481934 
Broker: 8920.959980433367 watts, PV: 17.67358649194296 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725482038 
Broker: 8920.975032698781 watts, PV: 1.771475264246889 watts, Broker/PV in kW: 8.92kW, timestamp: 1584725482135 
Broker: 8921.118412680062 watts, PV: 12.37648348321092 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725482241 
Broker: 8922.51407251521 watts, PV: 12.254898735376623 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725482346 
Broker: 8922.939272879363 watts, PV: 2.857599613646724 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725482450 
Broker: 8924.350421472574 watts, PV: 8.133065256593554 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725482555 
Broker: 8924.420427256597 watts, PV: 1.9296463227719718 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725482655 
Broker: 8924.608035413265 watts, PV: 17.90168901487113 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725482755 
Broker: 8924.69598447663 watts, PV: 16.583075912940775 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725482856 
Broker: 8925.41463846169 watts, PV: 7.9680259954542 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725482958 
Broker: 8926.284307481796 watts, PV: 0.8522718710510846 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725483064 
Broker: 8927.251216010665 watts, PV: 3.413034125514236 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725483174 
Broker: 8927.76676789573 watts, PV: 16.985709594363332 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725483266 
Broker: 8928.649290786803 watts, PV: 4.93643952456547 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725483371 
Broker: 8929.244520529137 watts, PV: 10.989914936319503 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725483466 
Broker: 8931.173413806686 watts, PV: 2.311608028341814 watts, Broker/PV in kW: 8.93kW, timestamp: 1584725483572 
Broker: 8933.112708207249 watts, PV: 19.768131787025677 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725483676 
Broker: 8934.087537748856 watts, PV: 17.93100123390644 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725483778 
Broker: 8935.888343647695 watts, PV: 1.6589738213344685 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725483876 
Broker: 8936.991678096452 watts, PV: 8.997708592347532 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725483979 
Broker: 8938.087510898804 watts, PV: 17.881819037303192 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725484091 
Broker: 8938.125032981674 watts, PV: 19.66550451234795 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725484185 
Broker: 8939.78663318041 watts, PV: 15.139195608093692 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725484296 
Broker: 8940.38158829345 watts, PV: 17.896229917448892 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725484385 
Broker: 8940.415938357968 watts, PV: 4.140975641619837 watts, Broker/PV in kW: 8.94kW, timestamp: 1584725484493 
Broker: 8941.652846516321 watts, PV: 12.044397091668632 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725484596 
Broker: 8943.199123890214 watts, PV: 6.831347871141267 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725484699 
Broker: 8944.034467535474 watts, PV: 2.181999298863735 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725484799 
Broker: 8945.160994426911 watts, PV: 3.1921372215886157 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725484900 
Broker: 8947.06646909828 watts, PV: 8.168552776065816 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725485005 
Broker: 8947.739305928926 watts, PV: 13.64755852981852 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725485102 
Broker: 8949.689115089395 watts, PV: 16.791925586923707 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725485207 
Broker: 8949.949143107793 watts, PV: 4.986363123642463 watts, Broker/PV in kW: 8.95kW, timestamp: 1584725485308 
Broker: 8951.426012070493 watts, PV: 11.411572649871683 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725485426 
Broker: 8951.948095321828 watts, PV: 14.013173865247452 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725485508 
Broker: 8953.309724645454 watts, PV: 15.283529487721736 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725485617 
Broker: 8954.418478417389 watts, PV: 15.279082538801392 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725485720 
Broker: 8954.652963624172 watts, PV: 6.526990716548959 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725485824 
Broker: 8955.864471906614 watts, PV: 9.422020693436938 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725485936 
Broker: 8956.669464554545 watts, PV: 7.870047834483169 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725486031 
Broker: 8958.658605305876 watts, PV: 3.3482318277656242 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725486139 
Broker: 8959.246918843382 watts, PV: 14.393491655186796 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725486243 
Broker: 8959.992085125261 watts, PV: 11.81729560387919 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725486347 
Broker: 8961.455154012305 watts, PV: 8.300016571414082 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725486442 
Broker: 8963.375389186018 watts, PV: 10.112706386088753 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725486550 
Broker: 8963.673419421511 watts, PV: 11.756786081858909 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725486650 
Broker: 8964.227797354639 watts, PV: 2.7233200318823636 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725486754 
Broker: 8964.631397171454 watts, PV: 10.776656245281613 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725486852 
Broker: 8964.88522935256 watts, PV: 4.647032174398831 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725486951 
Broker: 8965.391820273073 watts, PV: 16.699427136168318 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487052 
Broker: 8966.41935949946 watts, PV: 14.916206154405263 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487165 
Broker: 8967.676637796321 watts, PV: 16.965979803641275 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487268 
Broker: 8969.571996554321 watts, PV: 19.57908538504841 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725487363 
Broker: 8970.343393713554 watts, PV: 13.203162054657959 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487465 
Broker: 8970.7212906026 watts, PV: 8.58793410767889 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487572 
Broker: 8971.631425232392 watts, PV: 9.187866130202401 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487676 
Broker: 8971.699434203403 watts, PV: 1.3918591444567285 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725487778 
Broker: 8972.428854658192 watts, PV: 14.385106232193037 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725487882 
Broker: 8973.287913567414 watts, PV: 2.1131889800719383 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725487975 
Broker: 8975.149510120887 watts, PV: 15.761254826330969 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488086 
Broker: 8977.083103979143 watts, PV: 12.71894798145215 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488183 
Broker: 8978.761009493097 watts, PV: 16.89206767146299 watts, Broker/PV in kW: 9kW, timestamp: 1584725488284 
Broker: 8979.041861098181 watts, PV: 1.5541491761541826 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725488387 
Broker: 8980.373012433987 watts, PV: 12.469931433964083 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488489 
Broker: 8980.54361132488 watts, PV: 8.761284317493732 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488588 
Broker: 8980.957155394253 watts, PV: 11.787255940491317 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488690 
Broker: 8982.2969410989 watts, PV: 3.407065396630431 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488792 
Broker: 8983.337043367192 watts, PV: 5.821504518372391 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725488894 
Broker: 8985.216291955388 watts, PV: 12.277803385821509 watts, Broker/PV in kW: 9kW, timestamp: 1584725488992 
Broker: 8986.355972553582 watts, PV: 11.765628468636944 watts, Broker/PV in kW: 9kW, timestamp: 1584725489101 
Broker: 8988.06154414099 watts, PV: 13.279780468631337 watts, Broker/PV in kW: 9kW, timestamp: 1584725489200 
Broker: 8989.748781072421 watts, PV: 0.9947876990583238 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725489303 
Broker: 8991.023997337643 watts, PV: 1.4589207612270494 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725489413 
Broker: 8991.557115392787 watts, PV: 18.40483417282796 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725489509 
Broker: 8993.085424295277 watts, PV: 8.890246236244534 watts, Broker/PV in kW: 9kW, timestamp: 1584725489614 
Broker: 8993.293610829536 watts, PV: 15.094738857925375 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725489716 
Broker: 8994.351867543497 watts, PV: 7.204978286932002 watts, Broker/PV in kW: 9kW, timestamp: 1584725489822 
Broker: 8995.082534836889 watts, PV: 7.930767466785089 watts, Broker/PV in kW: 9kW, timestamp: 1584725489927 
Broker: 8995.938434580145 watts, PV: 7.233899581582666 watts, Broker/PV in kW: 9kW, timestamp: 1584725490019 
Broker: 8996.760749640944 watts, PV: 8.106497217404623 watts, Broker/PV in kW: 9kW, timestamp: 1584725490120 
Broker: 8998.259133098732 watts, PV: 16.893551083321654 watts, Broker/PV in kW: 9.02kW, timestamp: 1584725490235 
Broker: 8999.25120297685 watts, PV: 12.876429810956509 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725490348 
Broker: 8999.365368953186 watts, PV: 15.35842352066323 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725490431 
Broker: 8999.831957044153 watts, PV: 16.444064846614054 watts, Broker/PV in kW: 9.02kW, timestamp: 1584725490529 
Broker: 9000 watts, PV: 10.603369635810855 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725490639 
Broker: 8999.409419252896 watts, PV: 1.0041888905235208 watts, Broker/PV in kW: 9kW, timestamp: 1584725490759 
Broker: 8997.843787204589 watts, PV: 11.976270844753003 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725490845 
Broker: 8997.15635853271 watts, PV: 2.94874116951108 watts, Broker/PV in kW: 9kW, timestamp: 1584725490949 
Broker: 8995.884817595366 watts, PV: 13.51526990573789 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725491064 
Broker: 8995.07902846547 watts, PV: 8.148443410615872 watts, Broker/PV in kW: 9kW, timestamp: 1584725491160 
Broker: 8993.3847304093 watts, PV: 12.711568828931576 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725491259 
Broker: 8991.952682318828 watts, PV: 6.361164111502178 watts, Broker/PV in kW: 9kW, timestamp: 1584725491356 
Broker: 8991.082274021333 watts, PV: 14.475446441805753 watts, Broker/PV in kW: 9.01kW, timestamp: 1584725491460 
Broker: 8989.440743021212 watts, PV: 5.767051297749908 watts, Broker/PV in kW: 9kW, timestamp: 1584725491561 
Broker: 8988.518666129617 watts, PV: 11.309233609144552 watts, Broker/PV in kW: 9kW, timestamp: 1584725491665 
Broker: 8987.75850406915 watts, PV: 16.693060516586115 watts, Broker/PV in kW: 9kW, timestamp: 1584725491764 
Broker: 8986.382599114791 watts, PV: 9.721725518822687 watts, Broker/PV in kW: 9kW, timestamp: 1584725491870 
Broker: 8984.523816289973 watts, PV: 4.7688521893433755 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725491980 
Broker: 8982.901620909855 watts, PV: 9.471207188974745 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725492077 
Broker: 8981.530446680743 watts, PV: 0.8298976596634233 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725492184 
Broker: 8980.76783862783 watts, PV: 18.055113747211358 watts, Broker/PV in kW: 9kW, timestamp: 1584725492287 
Broker: 8979.161626723831 watts, PV: 13.839372067058653 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725492386 
Broker: 8977.897963180696 watts, PV: 3.9865598568994765 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725492492 
Broker: 8977.499762103569 watts, PV: 14.000187377110226 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725492583 
Broker: 8976.59624369421 watts, PV: 12.789345118238892 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725492690 
Broker: 8975.33937035317 watts, PV: 2.427163269264314 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725492780 
Broker: 8973.746863683182 watts, PV: 1.2602130744331408 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725492886 
Broker: 8972.137359544879 watts, PV: 16.479813733646065 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725492986 
Broker: 8971.93247808548 watts, PV: 2.18723499387949 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725493091 
Broker: 8970.959311939465 watts, PV: 2.5150654581041954 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725493193 
Broker: 8970.288641382216 watts, PV: 8.276451399948307 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725493298 
Broker: 8969.221801774995 watts, PV: 5.101592620407245 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725493394 
Broker: 8967.276569110136 watts, PV: 0.19536057707635113 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725493503 
Broker: 8965.96071459787 watts, PV: 19.418038681684607 watts, Broker/PV in kW: 8.99kW, timestamp: 1584725493608 
Broker: 8964.591869612232 watts, PV: 19.01153573141784 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725493708 
Broker: 8963.86295145277 watts, PV: 7.732683207667375 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725493814 
Broker: 8962.96916776412 watts, PV: 16.780648896598294 watts, Broker/PV in kW: 8.98kW, timestamp: 1584725493916 
Broker: 8961.809239267826 watts, PV: 12.478144574291736 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725494025 
Broker: 8960.396541762457 watts, PV: 0.28713028044478506 watts, Broker/PV in kW: 8.96kW, timestamp: 1584725494121 
Broker: 8959.879209088906 watts, PV: 12.784342386869586 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725494248 
Broker: 8959.170450574195 watts, PV: 11.747134237747293 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725494338 
Broker: 8958.547002359459 watts, PV: 15.24471751295109 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725494433 
Broker: 8958.170192012441 watts, PV: 14.80507352380426 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725494535 
Broker: 8957.31607317107 watts, PV: 12.090434770850681 watts, Broker/PV in kW: 8.97kW, timestamp: 1584725494644 
